in,rank,accesses,reads,writes
50021,1215,51,51,0
247944,1216,50,26,24
39096,1217,50,50,0
240703,1218,50,50,0
240838,1219,50,50,0
240839,1220,50,50,0
240840,1221,50,50,0
240841,1222,50,50,0
240842,1223,50,50,0
240782,1224,50,50,0
240783,1225,50,50,0
240784,1226,50,50,0
240785,1227,50,50,0
240786,1228,50,50,0
240787,1229,50,50,0
240788,1230,50,50,0
240789,1231,50,50,0
240790,1232,50,50,0
240791,1233,50,50,0
240792,1234,50,50,0
240793,1235,50,50,0
240794,1236,50,50,0
240795,1237,50,50,0
240796,1238,50,50,0
240797,1239,50,50,0
240777,1240,50,50,0
240778,1241,50,50,0
240779,1242,50,50,0
240780,1243,50,50,0
240799,1244,50,50,0
240800,1245,50,50,0
240801,1246,50,50,0
240802,1247,50,50,0
240803,1248,50,50,0
240804,1249,50,50,0
240805,1250,50,50,0
240806,1251,50,50,0
240807,1252,50,50,0
240808,1253,50,50,0
240809,1254,50,50,0
240810,1255,50,50,0
240811,1256,50,50,0
240812,1257,50,50,0
240813,1258,50,50,0
240814,1259,50,50,0
130378,1260,50,50,0
73982,1261,50,50,0
208717,1262,50,24,26
50023,1263,50,50,0
227317,1264,50,50,0
227318,1265,50,50,0
220513,1266,49,45,4
220626,1267,49,47,2
220528,1268,49,45,4
220488,1269,49,41,8
220441,1270,49,46,3
152330,1271,48,48,0
152485,1272,48,45,3
218239,1273,48,48,0
218209,1274,48,48,0
40093,1275,48,48,0
220532,1276,48,44,4
220435,1277,48,45,3
220427,1278,47,45,2
220529,1279,47,45,2
153549,1280,47,26,21
220598,1281,47,43,4
153663,1282,47,4,43
220548,1283,47,39,8
49997,1284,47,47,0
221140,1285,47,38,9
220480,1286,46,45,1
218229,1287,46,46,0
261724,1288,46,46,0
10,1289,46,46,0
26864,1290,46,46,0
229499,1291,46,46,0
218213,1292,46,46,0
220447,1293,46,45,1
208516,1294,46,46,0
218251,1295,46,46,0
49992,1296,46,46,0
220644,1297,46,42,4
220562,1298,46,42,4
204498,1299,46,21,25
215758,1300,46,46,0
153025,1301,45,20,25
156034,1302,45,45,0
201022,1303,45,45,0
153558,1304,45,16,29
152049,1305,45,9,36
220696,1306,45,39,6
220672,1307,45,43,2
73976,1308,45,45,0
73984,1309,45,45,0
220527,1310,45,40,5
49993,1311,45,45,0
50013,1312,45,45,0
49989,1313,45,45,0
49990,1314,45,45,0
49991,1315,45,45,0
49994,1316,45,45,0
49995,1317,45,45,0
49996,1318,45,45,0
50004,1319,45,45,0
50017,1320,45,45,0
215770,1321,45,45,0
220505,1322,44,39,5
220659,1323,44,41,3
77293,1324,44,44,0
152241,1325,44,20,24
218249,1326,44,44,0
152536,1327,44,44,0
220472,1328,44,43,1
220667,1329,44,41,3
204499,1330,44,20,24
50012,1331,44,44,0
50014,1332,44,44,0
220596,1333,43,39,4
220451,1334,43,41,2
218225,1335,43,43,0
220636,1336,43,38,5
220559,1337,43,40,3
220499,1338,43,42,1
50033,1339,43,43,0
50001,1340,43,43,0
50002,1341,43,43,0
50003,1342,43,43,0
50018,1343,43,43,0
50019,1344,43,43,0
227362,1345,43,43,0
227363,1346,43,43,0
249961,1347,42,42,0
220495,1348,42,40,2
220574,1349,42,38,4
220671,1350,42,40,2
220726,1351,42,38,4
30700,1352,42,14,28
208716,1353,42,20,22
221143,1354,42,38,4
220662,1355,42,40,2
50022,1356,42,42,0
49998,1357,42,42,0
220683,1358,41,40,1
220685,1359,41,38,3
50034,1360,41,41,0
50035,1361,41,41,0
50037,1362,41,41,0
226431,1363,41,13,28
250815,1364,41,41,0
249782,1365,40,31,9
209687,1366,40,40,0
74385,1367,40,40,0
262099,1368,40,40,0
262100,1369,40,40,0
262101,1370,40,40,0
262102,1371,40,40,0
262103,1372,40,40,0
262089,1373,40,40,0
262090,1374,40,40,0
262091,1375,40,40,0
262092,1376,40,40,0
262093,1377,40,40,0
262094,1378,40,40,0
262095,1379,40,40,0
262096,1380,40,40,0
262097,1381,40,40,0
262098,1382,40,40,0
253275,1383,40,40,0
220443,1384,40,39,1
215306,1385,40,19,21
212651,1386,40,40,0
212650,1387,40,40,0
220681,1388,40,38,2
152822,1389,40,18,22
198912,1390,40,40,0
220595,1391,40,38,2
218205,1392,40,40,0
220623,1393,40,37,3
204497,1394,40,18,22
215750,1395,40,40,0
215754,1396,40,40,0
155474,1397,39,39,0
155568,1398,39,39,0
218271,1399,39,39,0
152488,1400,39,39,0
220570,1401,39,34,5
220542,1402,39,37,2
220615,1403,39,37,2
281461,1404,39,39,0
152037,1405,39,16,23
152038,1406,39,16,23
155873,1407,39,39,0
156565,1408,39,39,0
208664,1409,39,16,23
215756,1410,39,39,0
50000,1411,39,39,0
215749,1412,39,39,0
218173,1413,39,39,0
214876,1414,39,14,25
220588,1415,38,36,2
152784,1416,38,5,33
92982,1417,38,19,19
218235,1418,38,38,0
152059,1419,38,1,37
198903,1420,38,38,0
198904,1421,38,38,0
198905,1422,38,38,0
198906,1423,38,38,0
198907,1424,38,38,0
198908,1425,38,38,0
218216,1426,38,38,0
248172,1427,38,35,3
215752,1428,38,38,0
215755,1429,38,38,0
215757,1430,38,38,0
152993,1431,38,6,32
245484,1432,38,38,0
218246,1433,37,37,0
209683,1434,37,37,0
249794,1435,37,18,19
152249,1436,37,37,0
152736,1437,37,37,0
152039,1438,37,15,22
152050,1439,37,7,30
126733,1440,37,37,0
226430,1441,37,29,8
220699,1442,37,31,6
220669,1443,37,35,2
50029,1444,37,37,0
50030,1445,37,37,0
50031,1446,37,37,0
49999,1447,37,37,0
50016,1448,37,37,0
247818,1449,37,34,3
220698,1450,37,34,3
215317,1451,36,36,0
215275,1452,36,10,26
218223,1453,36,36,0
204496,1454,36,17,19
73766,1455,36,36,0
152064,1456,36,7,29
221114,1457,36,36,0
78845,1458,36,36,0
215759,1459,36,36,0
245479,1460,36,36,0
245480,1461,36,36,0
245481,1462,36,36,0
245482,1463,36,36,0
245483,1464,36,36,0
152136,1465,35,35,0
152601,1466,35,35,0
218257,1467,35,35,0
220608,1468,35,33,2
215257,1469,35,27,8
218248,1470,35,35,0
152034,1471,35,14,21
152047,1472,35,9,26
220470,1473,35,34,1
220568,1474,35,32,3
209685,1475,35,35,0
220520,1476,35,34,1
222743,1477,35,31,4
245429,1478,35,35,0
215768,1479,35,35,0
220635,1480,35,35,0
214885,1481,35,10,25
245473,1482,35,35,0
245474,1483,35,35,0
245475,1484,35,35,0
245476,1485,35,35,0
245477,1486,35,35,0
245478,1487,35,35,0
247948,1488,34,34,0
42547,1489,34,17,17
246911,1490,34,34,0
101551,1491,34,34,0
220652,1492,34,34,0
301216,1493,34,34,0
222741,1494,34,33,1
40865,1495,34,17,17
209351,1496,34,34,0
209352,1497,34,34,0
209353,1498,34,34,0
209354,1499,34,34,0
209355,1500,34,34,0
209356,1501,34,34,0
209357,1502,34,34,0
209358,1503,34,34,0
152060,1504,34,2,32
74660,1505,34,34,0
203976,1506,34,15,19
220444,1507,34,33,1
218259,1508,34,34,0
220612,1509,34,30,4
220712,1510,34,33,1
220450,1511,34,32,2
49790,1512,34,34,0
49791,1513,34,34,0
49792,1514,34,34,0
215751,1515,34,34,0
215760,1516,34,34,0
215761,1517,34,34,0
215762,1518,34,34,0
215763,1519,34,34,0
215764,1520,34,34,0
78885,1521,34,34,0
152867,1522,33,17,16
202297,1523,33,16,17
152314,1524,33,15,18
218267,1525,33,33,0
26945,1526,33,10,23
220627,1527,33,29,4
220494,1528,33,32,1
152208,1529,33,16,17
152048,1530,33,4,29
202298,1531,33,17,16
143389,1532,33,33,0
208715,1533,33,14,19
220715,1534,33,29,4
245430,1535,33,33,0
78905,1536,33,33,0
50011,1537,33,33,0
50024,1538,33,33,0
50025,1539,33,33,0
50026,1540,33,33,0
50038,1541,33,33,0
50036,1542,33,33,0
203740,1543,33,33,0
220432,1544,33,32,1
218172,1545,33,33,0
214891,1546,33,5,28
249139,1547,33,33,0
220459,1548,32,28,4
218269,1549,32,32,0
153670,1550,32,14,18
220473,1551,32,29,3
218236,1552,32,32,0
200810,1553,32,32,0
247817,1554,32,30,2
220518,1555,32,30,2
220442,1556,32,31,1
204495,1557,32,15,17
215769,1558,32,32,0
227271,1559,32,32,0
227351,1560,32,32,0
227352,1561,32,32,0
245461,1562,32,32,0
245462,1563,32,32,0
245463,1564,32,32,0
245464,1565,32,32,0
245465,1566,32,32,0
245466,1567,32,32,0
245467,1568,32,32,0
245468,1569,32,32,0
245469,1570,32,32,0
245470,1571,32,32,0
245471,1572,32,32,0
218208,1573,31,31,0
218474,1574,31,31,0
218475,1575,31,31,0
218476,1576,31,31,0
218472,1577,31,31,0
218473,1578,31,31,0
222236,1579,31,31,0
152139,1580,31,27,4
205516,1581,31,31,0
205517,1582,31,31,0
205518,1583,31,31,0
205519,1584,31,31,0
205520,1585,31,31,0
205521,1586,31,31,0
205522,1587,31,31,0
205523,1588,31,31,0
205524,1589,31,31,0
205525,1590,31,31,0
205526,1591,31,31,0
205527,1592,31,31,0
205528,1593,31,31,0
205529,1594,31,31,0
205530,1595,31,31,0
205534,1596,31,31,0
205533,1597,31,31,0
220565,1598,31,26,5
152061,1599,31,2,29
220486,1600,31,29,2
220482,1601,31,30,1
208721,1602,31,14,17
220674,1603,31,28,3
204451,1604,31,15,16
204452,1605,31,15,16
220589,1606,31,30,1
220639,1607,31,29,2
152062,1608,31,3,28
152065,1609,31,5,26
221122,1610,31,31,0
215767,1611,31,31,0
227830,1612,31,31,0
214886,1613,31,8,23
225958,1614,30,30,0
156038,1615,30,30,0
156041,1616,30,30,0
218264,1617,30,30,0
218284,1618,30,30,0
153518,1619,30,10,20
218245,1620,30,30,0
152504,1621,30,30,0
126728,1622,30,30,0
220692,1623,30,27,3
218215,1624,30,30,0
218266,1625,30,30,0
221135,1626,30,27,3
220585,1627,30,28,2
152067,1628,30,0,30
218237,1629,30,30,0
220661,1630,30,25,5
219797,1631,30,30,0
219795,1632,30,30,0
220706,1633,30,27,3
227373,1634,30,30,0
227374,1635,30,30,0
216629,1636,30,12,18
203928,1637,29,29,0
153450,1638,29,29,0
220491,1639,29,27,2
220457,1640,29,27,2
152599,1641,29,29,0
220622,1642,29,26,3
214369,1643,29,29,0
214370,1644,29,29,0
214371,1645,29,29,0
214367,1646,29,29,0
214361,1647,29,29,0
214362,1648,29,29,0
214360,1649,29,29,0
220708,1650,29,26,3
220485,1651,29,27,2
220702,1652,29,26,3
222485,1653,29,27,2
220660,1654,29,26,3
152066,1655,29,0,29
201609,1656,29,29,0
215753,1657,29,29,0
78818,1658,29,29,0
220682,1659,29,27,2
222745,1660,29,28,1
214469,1661,29,6,23
153682,1662,29,3,26
155803,1663,28,28,0
215325,1664,28,12,16
218260,1665,28,28,0
33856,1666,28,5,23
152045,1667,28,7,21
152051,1668,28,0,28
249750,1669,28,28,0
220560,1670,28,25,3
218252,1671,28,28,0
221139,1672,28,25,3
247976,1673,28,25,3
215771,1674,28,28,0
209192,1675,28,28,0
214366,1676,28,28,0
214368,1677,28,28,0
222742,1678,28,26,2
220522,1679,28,27,1
152232,1680,27,27,0
153328,1681,27,27,0
152821,1682,27,5,22
218204,1683,27,27,0
153631,1684,27,27,0
220600,1685,27,26,1
203916,1686,27,27,0
203829,1687,27,27,0
218262,1688,27,27,0
74348,1689,27,27,0
212647,1690,27,27,0
212631,1691,27,27,0
220453,1692,27,24,3
152052,1693,27,1,26
220718,1694,27,21,6
222747,1695,27,27,0
221138,1696,27,24,3
221115,1697,27,27,0
221120,1698,27,27,0
49793,1699,27,27,0
215765,1700,27,27,0
78831,1701,27,27,0
78832,1702,27,27,0
78834,1703,27,27,0
78835,1704,27,27,0
78836,1705,27,27,0
78838,1706,27,27,0
78839,1707,27,27,0
78841,1708,27,27,0
78842,1709,27,27,0
78843,1710,27,27,0
78844,1711,27,27,0
78847,1712,27,27,0
220564,1713,27,24,3
122053,1714,27,27,0
227382,1715,27,27,0
227383,1716,27,27,0
245460,1717,27,27,0
249140,1718,27,27,0
152258,1719,26,26,0
153586,1720,26,26,0
209541,1721,26,26,0
153218,1722,26,20,6
220503,1723,26,24,2
152248,1724,26,26,0
218230,1725,26,26,0
201648,1726,26,26,0
220429,1727,26,24,2
218212,1728,26,26,0
220566,1729,26,26,0
78908,1730,26,26,0
78909,1731,26,26,0
78910,1732,26,26,0
78911,1733,26,26,0
78912,1734,26,26,0
78915,1735,26,26,0
152069,1736,26,0,26
221118,1737,26,26,0
221121,1738,26,26,0
247897,1739,26,24,2
78759,1740,26,26,0
78766,1741,26,26,0
78781,1742,26,26,0
78782,1743,26,26,0
78783,1744,26,26,0
78785,1745,26,26,0
78786,1746,26,26,0
78789,1747,26,26,0
78791,1748,26,26,0
78793,1749,26,26,0
78820,1750,26,26,0
78826,1751,26,26,0
78829,1752,26,26,0
78848,1753,26,26,0
78852,1754,26,26,0
78855,1755,26,26,0
78856,1756,26,26,0
78857,1757,26,26,0
78859,1758,26,26,0
78861,1759,26,26,0
78874,1760,26,26,0
78875,1761,26,26,0
78876,1762,26,26,0
78877,1763,26,26,0
78878,1764,26,26,0
78879,1765,26,26,0
78880,1766,26,26,0
78899,1767,26,26,0
248171,1768,26,24,2
209446,1769,26,4,22
153540,1770,26,12,14
214887,1771,26,5,21
249141,1772,26,26,0
249757,1773,25,25,0
220446,1774,25,23,2
152444,1775,25,10,15
33993,1776,25,25,0
131948,1777,25,25,0
220634,1778,25,24,1
220525,1779,25,25,0
153731,1780,25,19,6
130381,1781,25,25,0
130380,1782,25,25,0
131447,1783,25,25,0
126732,1784,25,25,0
152440,1785,25,25,0
220590,1786,25,23,2
220657,1787,25,24,1
221119,1788,25,25,0
78837,1789,25,25,0
78881,1790,25,25,0
78889,1791,25,25,0
78892,1792,25,25,0
78893,1793,25,25,0
78898,1794,25,25,0
78901,1795,25,25,0
220614,1796,25,24,1
220717,1797,25,21,4
247866,1798,24,24,0
152532,1799,24,24,0
152490,1800,24,9,15
153552,1801,24,20,4
152398,1802,24,24,0
208515,1803,24,24,0
74349,1804,24,24,0
47639,1805,24,24,0
220549,1806,24,24,0
220703,1807,24,23,1
247839,1808,24,24,0
220483,1809,24,23,1
199835,1810,24,24,0
199836,1811,24,24,0
213345,1812,24,24,0
220546,1813,24,23,1
221112,1814,24,24,0
78833,1815,24,24,0
78858,1816,24,24,0
78872,1817,24,24,0
78897,1818,24,24,0
214816,1819,24,24,0
214813,1820,24,24,0
209653,1821,24,6,18
227348,1822,24,24,0
227349,1823,24,24,0
227303,1824,24,24,0
227304,1825,24,24,0
214663,1826,24,6,18
51683,1827,24,24,0
253365,1828,23,23,0
152781,1829,23,23,0
152538,1830,23,23,0
218270,1831,23,23,0
153581,1832,23,23,0
121233,1833,23,4,19
220609,1834,23,21,2
218261,1835,23,23,0
153227,1836,23,23,0
152656,1837,23,23,0
220545,1838,23,23,0
126730,1839,23,23,0
45728,1840,23,23,0
50522,1841,23,23,0
50521,1842,23,23,0
50520,1843,23,23,0
220554,1844,23,21,2
220670,1845,23,20,3
204449,1846,23,10,13
204453,1847,23,11,12
213395,1848,23,23,0
78788,1849,23,23,0
78853,1850,23,23,0
78896,1851,23,23,0
220616,1852,23,21,2
227375,1853,23,23,0
227376,1854,23,23,0
227400,1855,23,23,0
227401,1856,23,23,0
219695,1857,23,5,18
217934,1858,23,1,22
205541,1859,22,22,0
218231,1860,22,22,0
152140,1861,22,22,0
209397,1862,22,22,0
228477,1863,22,22,0
152984,1864,22,19,3
77296,1865,22,22,0
77295,1866,22,22,0
220628,1867,22,20,2
45729,1868,22,22,0
45730,1869,22,22,0
45731,1870,22,22,0
45732,1871,22,22,0
45733,1872,22,22,0
45734,1873,22,22,0
45735,1874,22,22,0
45736,1875,22,22,0
45737,1876,22,22,0
45738,1877,22,22,0
45739,1878,22,22,0
45740,1879,22,22,0
45741,1880,22,22,0
45742,1881,22,22,0
201664,1882,22,22,0
220714,1883,22,20,2
218947,1884,22,22,0
199846,1885,22,22,0
199842,1886,22,22,0
220512,1887,22,20,2
204494,1888,22,10,12
215766,1889,22,22,0
78886,1890,22,22,0
78887,1891,22,22,0
78895,1892,22,22,0
209266,1893,22,22,0
220567,1894,22,22,0
220610,1895,22,20,2
220591,1896,22,20,2
122099,1897,22,22,0
226748,1898,22,15,7
214889,1899,22,1,21
214892,1900,22,2,20
249138,1901,22,22,0
247935,1902,21,10,11
155804,1903,21,21,0
220573,1904,21,20,1
152600,1905,21,21,0
229489,1906,21,21,0
152046,1907,21,3,18
221133,1908,21,20,1
201661,1909,21,21,0
201662,1910,21,21,0
201663,1911,21,21,0
220581,1912,21,20,1
218943,1913,21,21,0
220422,1914,21,20,1
213391,1915,21,21,0
220594,1916,21,19,2
122050,1917,21,21,0
216280,1918,21,2,19
122047,1919,21,21,0
122090,1920,21,21,0
214966,1921,21,7,14
49605,1922,20,20,0
249790,1923,20,6,14
246978,1924,20,20,0
114123,1925,20,8,12
216774,1926,20,18,2
154640,1927,20,20,0
151579,1928,20,5,15
152299,1929,20,20,0
220540,1930,20,19,1
220621,1931,20,19,1
213402,1932,20,20,0
247819,1933,20,18,2
203403,1934,20,20,0
214812,1935,20,20,0
209195,1936,20,20,0
199029,1937,20,20,0
220561,1938,20,18,2
220519,1939,20,18,2
215870,1940,20,20,0
227427,1941,20,20,0
227428,1942,20,20,0
210200,1943,20,5,15
76243,1944,20,20,0
214890,1945,20,0,20
219711,1946,20,3,17
246348,1947,19,19,0
246349,1948,19,19,0
246350,1949,19,19,0
246351,1950,19,19,0
246352,1951,19,19,0
246353,1952,19,19,0
246354,1953,19,19,0
246355,1954,19,19,0
246356,1955,19,19,0
246357,1956,19,19,0
246358,1957,19,19,0
246359,1958,19,19,0
246360,1959,19,19,0
246361,1960,19,19,0
246362,1961,19,19,0
246363,1962,19,19,0
218273,1963,19,19,0
246979,1964,19,19,0
246980,1965,19,19,0
246981,1966,19,19,0
246982,1967,19,19,0
153632,1968,19,19,0
249618,1969,19,19,0
47204,1970,19,19,0
221136,1971,19,19,0
220449,1972,19,17,2
152035,1973,19,8,11
218250,1974,19,19,0
213396,1975,19,19,0
218950,1976,19,19,0
218948,1977,19,19,0
208710,1978,19,7,12
220593,1979,19,16,3
220538,1980,19,18,1
220479,1981,19,18,1
203391,1982,19,19,0
203404,1983,19,19,0
203399,1984,19,19,0
203400,1985,19,19,0
203401,1986,19,19,0
203402,1987,19,19,0
203392,1988,19,19,0
203393,1989,19,19,0
203394,1990,19,19,0
203395,1991,19,19,0
203396,1992,19,19,0
203397,1993,19,19,0
203398,1994,19,19,0
218946,1995,19,19,0
200229,1996,19,19,0
152063,1997,19,4,15
152068,1998,19,0,19
152070,1999,19,0,19
213344,2000,19,19,0
213343,2001,19,19,0
203756,2002,19,19,0
203748,2003,19,19,0
203749,2004,19,19,0
220563,2005,19,19,0
220456,2006,19,18,1
220665,2007,19,19,0
220523,2008,19,18,1
220658,2009,19,19,0
212157,2010,19,6,13
213672,2011,19,3,16
213674,2012,19,5,14
214877,2013,19,4,15
219857,2014,19,3,16
153767,2015,19,2,17
205538,2016,18,18,0
205539,2017,18,18,0
262070,2018,18,18,0
156271,2019,18,18,0
153659,2020,18,1,17
246973,2021,18,18,0
246974,2022,18,18,0
246975,2023,18,18,0
246976,2024,18,18,0
246977,2025,18,18,0
203720,2026,18,18,0
216748,2027,18,18,0
218279,2028,18,18,0
215327,2029,18,7,11
218265,2030,18,18,0
220951,2031,18,18,0
82327,2032,18,18,0
82328,2033,18,18,0
82330,2034,18,18,0
82331,2035,18,18,0
82332,2036,18,18,0
82382,2037,18,18,0
215561,2038,18,18,0
220455,2039,18,18,0
218241,2040,18,18,0
218255,2041,18,18,0
220500,2042,18,17,1
203386,2043,18,18,0
203387,2044,18,18,0
203388,2045,18,18,0
203389,2046,18,18,0
203390,2047,18,18,0
220458,2048,18,17,1
117785,2049,18,18,0
213392,2050,18,18,0
213393,2051,18,18,0
78795,2052,18,18,0
203759,2053,18,18,0
203765,2054,18,18,0
203767,2055,18,18,0
203776,2056,18,18,0
203777,2057,18,18,0
203757,2058,18,18,0
203741,2059,18,18,0
203742,2060,18,18,0
203743,2061,18,18,0
203744,2062,18,18,0
203745,2063,18,18,0
203746,2064,18,18,0
203750,2065,18,18,0
203751,2066,18,18,0
203752,2067,18,18,0
203753,2068,18,18,0
203754,2069,18,18,0
203755,2070,18,18,0
297290,2071,18,18,0
220558,2072,18,18,0
222740,2073,18,16,2
218955,2074,18,18,0
215278,2075,18,11,7
227328,2076,18,18,0
227329,2077,18,18,0
214888,2078,18,1,17
214965,2079,18,3,15
217708,2080,18,2,16
217716,2081,18,7,11
261723,2082,17,17,0
222235,2083,17,17,0
228478,2084,17,17,0
152342,2085,17,17,0
127403,2086,17,17,0
152360,2087,17,17,0
153567,2088,17,17,0
225140,2089,17,17,0
152044,2090,17,5,12
218971,2091,17,17,0
152877,2092,17,17,0
220489,2093,17,15,2
263271,2094,17,17,0
263341,2095,17,17,0
263342,2096,17,17,0
74563,2097,17,17,0
74570,2098,17,17,0
74659,2099,17,17,0
263310,2100,17,17,0
221142,2101,17,16,1
205499,2102,17,17,0
45721,2103,17,17,0
45718,2104,17,17,0
220553,2105,17,16,1
220420,2106,17,15,2
250042,2107,17,17,0
203376,2108,17,17,0
203379,2109,17,17,0
203380,2110,17,17,0
203381,2111,17,17,0
203382,2112,17,17,0
203383,2113,17,17,0
203384,2114,17,17,0
